# Created by Octave 3.6.2, Sat Apr 12 12:54:04 2014 CST <waldronluo@Debian>
# name: accruacyM
# type: matrix
# rows: 92
# columns: 18
 5 0.78125 1 0 4 1 5 0.78125 1 0 4 1 5 0.78125 1 0 4 1
 6 0.78125 1 0 5 1 6 0.7916666666666666 1 0.04761904761904762 5 1 6 0.78125 1 0 5 1
 7 0.78125 2 0 5 1 7 0.7916666666666666 2 0.04761904761904762 5 1 7 0.8125 2 0.1428571428571428 5 1
 8 0.9583333333333334 2 0.8095238095238095 6 1 8 0.78125 2 0 6 1 8 0.78125 2 0 6 1
 9 0.78125 2 0 7 1 9 0.78125 2 0 7 1 9 0.78125 2 0 7 1
 10 0.78125 2 0 8 1 10 0.78125 2 0 8 1 10 0.78125 2 0 8 1
 11 0.7916666666666666 2 0.04761904761904762 9 1 11 0.78125 2 0 9 1 11 0.78125 2 0 9 1
 12 0.9479166666666666 3 0.7619047619047619 9 1 12 0.78125 3 0 9 1 12 0.78125 3 0 9 1
 13 1 3 1 10 1 13 0.78125 3 0 10 1 13 0.8020833333333334 3 0.09523809523809523 10 1
 14 1 3 1 11 1 14 0.78125 3 0 11 1 14 0.78125 3 0 11 1
 15 0.9583333333333334 3 0.8095238095238095 12 1 15 0.7916666666666666 3 0.04761904761904762 12 1 15 0.8854166666666666 3 0.4761904761904762 12 1
 16 1 4 1 13 1 16 0.78125 4 0 13 1 16 0.78125 4 0 13 1
 17 1 4 1 13 1 17 0.78125 4 0 13 1 17 0.8229166666666666 4 0.1904761904761905 13 1
 18 1 4 1 14 1 18 0.7916666666666666 4 0.04761904761904762 14 1 18 0.78125 4 0 14 1
 19 0.9895833333333334 4 1 15 0.9866666666666667 19 0.78125 4 0 15 1 19 0.8229166666666666 4 0.1904761904761905 15 1
 20 1 4 1 16 1 20 0.8020833333333334 4 0.09523809523809523 16 1 20 0.78125 4 0 16 1
 21 1 5 1 16 1 21 0.8125 5 0.1428571428571428 16 1 21 0.875 5 0.4285714285714285 16 1
 22 1 5 1 17 1 22 0.7916666666666666 5 0.04761904761904762 17 1 22 0.84375 5 0.2857142857142857 17 1
 23 1 5 1 18 1 23 0.78125 5 0 18 1 23 0.8229166666666666 5 0.1904761904761905 18 1
 24 1 5 1 19 1 24 0.8020833333333334 5 0.09523809523809523 19 1 24 0.9166666666666666 5 0.6190476190476191 19 1
 25 1 5 1 20 1 25 0.8020833333333334 5 0.09523809523809523 20 1 25 0.8854166666666666 5 0.4761904761904762 20 1
 26 1 6 1 20 1 26 0.8125 6 0.1428571428571428 20 1 26 0.9166666666666666 6 0.6190476190476191 20 1
 27 0.9895833333333334 6 1 21 0.9866666666666667 27 0.8125 6 0.1428571428571428 21 1 27 0.8645833333333334 6 0.3809523809523809 21 1
 28 0.9895833333333334 6 1 22 0.9866666666666667 28 0.8020833333333334 6 0.09523809523809523 22 1 28 0.9166666666666666 6 0.6190476190476191 22 1
 29 0.9895833333333334 6 1 23 0.9866666666666667 29 0.7916666666666666 6 0.04761904761904762 23 1 29 0.9375 6 0.7142857142857143 23 1
 30 0.9895833333333334 7 1 23 0.9866666666666667 30 0.7916666666666666 7 0.04761904761904762 23 1 30 0.9479166666666666 7 0.7619047619047619 23 1
 31 0.9895833333333334 7 1 24 0.9866666666666667 31 0.9583333333333334 7 0.8571428571428571 24 0.9866666666666667 31 0.8854166666666666 7 0.4761904761904762 24 1
 32 0.9895833333333334 7 1 25 0.9866666666666667 32 0.8020833333333334 7 0.09523809523809523 25 1 32 0.9479166666666666 7 0.7619047619047619 25 1
 33 0.9895833333333334 7 1 26 0.9866666666666667 33 0.8020833333333334 7 0.09523809523809523 26 1 33 0.875 7 0.4285714285714285 26 1
 34 0.9895833333333334 7 1 27 0.9866666666666667 34 0.8229166666666666 7 0.1904761904761905 27 1 34 0.9270833333333334 7 0.6666666666666666 27 1
 35 0.9895833333333334 8 1 27 0.9866666666666667 35 0.8229166666666666 8 0.1904761904761905 27 1 35 0.90625 8 0.5714285714285714 27 1
 36 0.9895833333333334 8 1 28 0.9866666666666667 36 0.9583333333333334 8 1 28 0.9466666666666667 36 0.9479166666666666 8 0.7619047619047619 28 1
 37 0.9895833333333334 8 1 29 0.9866666666666667 37 0.8541666666666666 8 0.3333333333333333 29 1 37 0.9270833333333334 8 0.7142857142857143 29 0.9866666666666667
 38 0.9895833333333334 8 1 30 0.9866666666666667 38 0.8125 8 0.1428571428571428 30 1 38 0.90625 8 0.5714285714285714 30 1
 39 0.9895833333333334 9 1 30 0.9866666666666667 39 0.9270833333333334 9 0.6666666666666666 30 1 39 0.9270833333333334 9 0.6666666666666666 30 1
 40 0.9895833333333334 9 1 31 0.9866666666666667 40 0.9791666666666666 9 1 31 0.9733333333333334 40 0.8958333333333334 9 0.5238095238095238 31 1
 41 0.9895833333333334 9 1 32 0.9866666666666667 41 0.9895833333333334 9 1 32 0.9866666666666667 41 0.9270833333333334 9 0.7142857142857143 32 0.9866666666666667
 42 0.9895833333333334 9 1 33 0.9866666666666667 42 0.9791666666666666 9 0.9047619047619048 33 1 42 0.9479166666666666 9 0.7619047619047619 33 1
 43 0.9895833333333334 9 1 34 0.9866666666666667 43 0.9791666666666666 9 1 34 0.9733333333333334 43 0.9166666666666666 9 0.6190476190476191 34 1
 44 0.9895833333333334 10 1 34 0.9866666666666667 44 0.96875 10 0.8571428571428571 34 1 44 0.9479166666666666 10 0.7619047619047619 34 1
 45 0.9895833333333334 10 1 35 0.9866666666666667 45 0.9791666666666666 10 1 35 0.9733333333333334 45 0.9583333333333334 10 0.8095238095238095 35 1
 46 0.9895833333333334 10 1 36 0.9866666666666667 46 0.9895833333333334 10 1 36 0.9866666666666667 46 0.9479166666666666 10 0.7619047619047619 36 1
 47 0.9895833333333334 10 1 37 0.9866666666666667 47 1 10 1 37 1 47 0.9270833333333334 10 0.6666666666666666 37 1
 48 0.9895833333333334 11 1 38 0.9866666666666667 48 0.9895833333333334 11 1 38 0.9866666666666667 48 0.9270833333333334 11 0.6666666666666666 38 1
 49 0.9895833333333334 11 1 38 0.9866666666666667 49 0.8958333333333334 11 0.5238095238095238 38 1 49 0.9270833333333334 11 0.6666666666666666 38 1
 50 0.9895833333333334 11 1 39 0.9866666666666667 50 0.9895833333333334 11 1 39 0.9866666666666667 50 0.9479166666666666 11 0.7619047619047619 39 1
 51 0.9895833333333334 11 1 40 0.9866666666666667 51 0.9791666666666666 11 1 40 0.9733333333333334 51 0.9375 11 0.7142857142857143 40 1
 52 0.9895833333333334 11 1 41 0.9866666666666667 52 0.9895833333333334 11 1 41 0.9866666666666667 52 0.9479166666666666 11 0.7619047619047619 41 1
 53 0.9895833333333334 12 1 41 0.9866666666666667 53 0.9791666666666666 12 1 41 0.9733333333333334 53 0.9479166666666666 12 0.7619047619047619 41 1
 54 0.9895833333333334 12 1 42 0.9866666666666667 54 0.9895833333333334 12 1 42 0.9866666666666667 54 0.9479166666666666 12 0.7619047619047619 42 1
 55 0.9895833333333334 12 1 43 0.9866666666666667 55 0.9479166666666666 12 0.7619047619047619 43 1 55 0.9479166666666666 12 0.7619047619047619 43 1
 56 0.9895833333333334 12 1 44 0.9866666666666667 56 0.9895833333333334 12 1 44 0.9866666666666667 56 0.9166666666666666 12 0.6190476190476191 44 1
 57 0.9895833333333334 12 1 45 0.9866666666666667 57 0.9895833333333334 12 1 45 0.9866666666666667 57 0.9479166666666666 12 0.7619047619047619 45 1
 58 0.9895833333333334 13 1 45 0.9866666666666667 58 0.9895833333333334 13 1 45 0.9866666666666667 58 0.9583333333333334 13 0.8095238095238095 45 1
 59 0.9895833333333334 13 1 46 0.9866666666666667 59 0.9791666666666666 13 1 46 0.9733333333333334 59 0.9375 13 0.7142857142857143 46 1
 60 0.9895833333333334 13 1 47 0.9866666666666667 60 0.9895833333333334 13 1 47 0.9866666666666667 60 0.96875 13 0.8571428571428571 47 1
